日足・最新の選択	当日	8月26日	日足				
市場	銘柄コード	銘柄名	始値	高値	安値	終値	出来高
			実	実	実	実	        実
東証1部	2767	フィールズ	1534	1604	1521	1593	141600
東証1部	2768	双日	242	247	235	245	25670200
JQスタンダード	2769	ヴィレッジＶ	1515	1550	1515	1544	41500
東証1部	2772	ゲンキー	13000	13880	13000	13780	39400
JQスタンダード	2773	ミューチュアル	878	878	838	863	11200
JQスタンダード	2776	クリムゾン	153	175	143	159	320200
JQスタンダード	2777	カッシーナ	932	940	900	902	3400
JQスタンダード	2778	パレモ	206	222	206	222	23000
東証2部	2780	コメ兵	3005	3065	2900	3025	66400
JQスタンダード	2782	セリア	5590	5630	5450	5610	37400
東証1部	2784	アルフレＨＤ	2087	2148	2067	2110	1198200
東証1部	2786	サッポロＤＧＳ	1698	1756	1687	1754	2800
東証2部	2788	アップルインタ	280	288	262	277	633200
JQスタンダード	2789	カルラ	427	434	423	431	3300
JQスタンダード	2790	ナフコ	1880	1898	1836	1892	1700
東証1部	2791	大黒天	4210	4305	4175	4250	29600
東証1部	2792	ハニーズ	908	928	903	922	99600
JQスタンダード	2795	プリメックス	570	577	552	577	9100
東証1部	2796	ファーマライズ	520	522	511	520	21800
東証2部	2798	Ｙ’Ｓ	2640	2800	2640	2798	14500
東証1部	2801	キッコーマン	3610	3695	3555	3625	1508000
東証1部	2802	味の素	2444.5	2501.5	2430	2468.5	2924000
東証2部	2804	ブルドック	225	230	225	228	14000
東証2部	2805	エスビー	4850	4920	4850	4875	3600
東証2部	2806	ユタカフーズ	1896	1969	1896	1950	1600
東証1部	2809	キユーピー	2420	2461	2393	2451	725500
東証1部	2810	ハウス食Ｇ	2080	2106	2062	2095	475600
東証1部	2811	カゴメ	1951	1985	1941	1964	447100
東証1部	2812	焼津水化	983	1001	983	996	23800
JQスタンダード	2813	和弘食品	295	299	295	299	2000
JQスタンダード	2814	佐藤食	995	996	995	995	400
東証1部	2815	アリアケ	4615	4740	4610	4705	123100
東証2部	2816	ダイショー	1199	1200	1171	1200	5000
JQスタンダード	2817	ギャバン	600	600	600	600	1000
東証2部	2818	ピエトロ	1330	1360	1330	1357	3400
東証1部	2819	エバラ食品	1952	1952	1920	1942	11200
東証2部	2830	アヲハタ	2250	2520	2250	2519	17400
東証2部	2831	はごろもフーズ	1176	1195	1176	1195	4000
東証1部	2871	ニチレイ	695	709	691	705	1899000
東証2部	2872	セイヒョー	299	323	291	320	31000
東証1部	2874	ヨコレイ	956	969	952	966	152200
東証1部	2875	東洋水	4280	4350	4255	4295	691100
JQスタンダード	2876	ＪＣコムサ	304	325	302	325	7300
JQスタンダード	2877	日東ベ	736	748	736	748	1700
東証1部	2882	イートアンド	2000	2036	1963	2036	9700
東証2部	2883	大冷	1635	1653	1620	1649	12800
東証2部	2892	日食品	372	380	364	364	8000
東証2部	2894	石井食	203	208	203	208	4000
東証1部	2897	日清食ＨＤ	5510	5570	5450	5490	414300
東証1部	2899	永谷園	1067	1067	1046	1054	44000
JQスタンダード	2901	石垣食	180	192	178	188	41700
JQグロース	2902	太陽化	878	881	876	876	3400
東証2部	2903	シノブフース	608	613	600	613	10000
東証1部	2904	一正蒲	1021	1052	980	1021	13500
JQスタンダード	2905	オーケー食	133	139	131	139	147000
東証2部	2907	あじかん	758	759	753	759	1100
東証1部	2908	フジッコ	2600	2657	2528	2559	43000
東証1部	2910	ロックフィール	2762	2837	2685	2708	33800
東証2部	2911	旭松食	335	351	335	343	4000
東証1部	2914	ＪＴ	4070	4105	3965	4080	7145500
東証1部	2915	ケンコーマヨ	1594	1616	1570	1592	28300
JQスタンダード	2916	仙波糖	489	493	481	481	4300
東証1部	2918	ワラベヤ	2622	2728	2621	2716	71900
東証1部	2922	なとり	1355	1457	1355	1421	17000
東証2部	2923	サトウ食品	2990	3150	2990	3110	3700
東証2部	2924	イフジ産業	566	584	566	584	3900
JQスタンダード	2925	ピックルス	1050	1078	1050	1073	11300
東証2部	2926	篠崎屋	112	120	109	118	111700
JQスタンダード	2927	ＡＦＣ－ＨＤ	828	850	828	849	35700
東証マザーズ	2929	ファーマＦ	271	297	271	291	297300
東証2部	2930	北の達人	475	510	475	510	34800
東証1部	2931	ユーグレナ	1437	1477	1415	1474	972100
東証1部	3001	片倉	1251	1274	1218	1245	87300
東証1部	3002	グンゼ	355	363	352	359	950000
東証1部	3003	ヒューリック	1065	1103	1053	1096	2072400
東証1部	3004	神栄	147	156	146	153	83000
東証2部	3010	価値開発	46	47	43	46	2117000
東証2部	3011	バナーズ	105	111	105	110	152500
JQスタンダード	3020	アプライド	1850	1880	1846	1852	3800
東証マザーズ	3021	ＰＣＮＥＴ	601	622	599	614	21800
東証1部	3022	山下医科	1623	1684	1619	1642	5400
東証1部	3023	ラサ商事	540	560	540	551	15300
JQスタンダード	3024	クリエイト	570	570	565	565	1600
JQスタンダード	3027	レデイ薬局	993	994	993	993	1400
東証1部	3028	アルペン	1693	1725	1691	1708	109600
JQスタンダード	3030	ハブ	1763	1784	1763	1784	700
東証マザーズ	3031	ラクーン	402	439	402	435	298800
JQグロース	3032	ゴルフ・ドゥ	365	370	360	360	7700
東証1部	3034	クオール	1620	1710	1606	1693	205800
JQスタンダード	3035	ＫＴＫ	287	287	257	268	28000
東証1部	3036	アルコニックス	1533	1605	1500	1574	67900
東証1部	3038	神戸物産	10800	11180	10540	10780	159900
JQスタンダード	3040	ソリトン	910	920	877	910	29500
東証マザーズ	3041	ビ花壇	260	264	253	264	5300
JQスタンダード	3042	セキュアヴェ	940	1018	916	1018	149100
JQスタンダード	3043	モジュレ	838	867	800	854	11300
東証2部	3045	カワサキ	1370	1427	1370	1412	16800
東証1部	3046	ＪＩＮ	5290	5440	5230	5350	185100
東証1部	3048	ビックカメラ	1151	1179	1119	1148	2723000
東証1部	3050	ＤＣＭ	907	919	897	903	707700
東証マザーズ	3053	ペッパーフード	920	980	920	973	77000
JQスタンダード	3054	ハイパー	918	918	873	901	5700
JQグロース	3057	ゼットン	920	1021	920	1021	8000
JQスタンダード	3058	三洋堂ＨＤ	1100	1160	1085	1160	2500
東証2部	3059	ヒラキ	728	735	699	735	7700
東証マザーズ	3063	Ｊグループ	842	893	842	890	39100
東証1部	3064	モノタロウ	5960	6150	5810	6050	861800
JQスタンダード	3065	ライフフーズ	320	327	320	320	25000
JQグロース	3066	ＪＢイレブン	950	999	942	954	3100
東証1部	3067	東京一番フーズ	694	777	694	764	77100
JQスタンダード	3068	ＷＤＩ	1225	1255	1201	1239	6400
JQスタンダード	3069	アスラポート	487	509	463	504	169700
JQスタンダード	3070	アマガサ	697	720	697	720	600
東証マザーズ	3071	ストリーム	217	220	184	201	2713000
東証1部	3073	ダイヤモンドＤ	1066	1078	1032	1065	68800
JQスタンダード	3075	銚子丸	4100	4130	4000	4120	4100
東証1部	3076	あいＨＤ	2350	2480	2324	2468	774900
JQスタンダード	3077	ホリイフード	588	598	585	595	2800
東証1部	3079	ＤＶＸ	1121	1136	1084	1116	38000
JQスタンダード	3080	ジェーソン	286	298	286	298	3600
東証1部	3082	きちり	659	670	647	670	31500
JQスタンダード	3083	シーズメン	675	675	674	674	200
東証1部	3085	ＡＬサービス	4695	4830	4650	4745	28600
東証1部	3086	Ｊフロント	1880	1941	1871	1928	1860300
東証1部	3087	ドトル日レス	1815	1845	1801	1826	327100
東証1部	3088	マツキヨＨＤ	5530	5640	5420	5620	969200
JQスタンダード	3089	テクノアルファ	1304	1370	1304	1350	6600
東証1部	3091	ブロンコＢ	2119	2267	2119	2254	82400
東証1部	3092	スタートトゥ	3500	3675	3470	3640	608500
東証1部	3093	トレファク	1210	1330	1166	1330	114100
JQスタンダード	3094	スーパーＶ	1220	1240	1220	1240	700
JQスタンダード	3096	オーシャン	880	900	880	900	8300
東証1部	3097	物語コーポ	4350	4635	4340	4585	31000
東証1部	3098	ココカラ	4615	4760	4600	4725	127400
東証1部	3099	三越伊勢丹	1834	1881	1821	1871	3079900
東証1部	3101	東洋紡	168	174	167	171	6625000
東証1部	3103	ユニチカ	65	66	63	65	31161000
東証1部	3104	富士紡	216	223	215	223	521000
東証1部	3105	日清紡ＨＤ	1310	1369	1302	1364	1494000
東証1部	3106	クラボウ	220	224	213	222	657000
東証1部	3107	ダイワボＨＤ	201	206	199	205	1103000
東証1部	3109	シキボウ	112	115	112	114	1168000
東証1部	3110	日東紡	541	560	536	543	1262000
東証2部	3111	オーミケンシ	62	64	62	64	408000
東証2部	3113	Ｏａｋ	209	222	205	220	1321700
東証1部	3116	トヨタ紡織	1900	1961	1892	1946	446900
東証2部	3121	マーチャント	140	140	123	138	199900
東証2部	3123	サイボー	537	537	534	534	2000
東証2部	3125	内外綿	96	104	96	102	117000
JQスタンダード	3131	シンデンハイ	3795	3795	3545	3680	11200
東証1部	3132	マクニカ富士	1289	1322	1252	1318	180100
東証マザーズ	3133	海帆	1445	1500	1444	1451	15100
東証マザーズ	3134	Ｈａｍｅｅ	2213	2400	2208	2400	19800
東証マザーズ	3135	マーケットエン	2628	2717	2477	2594	123100
東証マザーズ	3137	ファンデリー	650	666	611	664	40500
東証マザーズ	3138	富士山マガジン	3220	3495	3200	3495	20600
JQスタンダード	3140	イデアインター	530	558	520	544	15500
東証1部	3141	ウエルシアＨＤ	5010	5050	4940	5040	192200
東証2部	3143	オーウイル	750	769	744	746	13800
JQスタンダード	3147	リック	794	835	763	788	14000
東証1部	3148	クリエＳＤＨ	6270	6550	6210	6430	32800
JQスタンダード	3150	グリムス	620	620	601	609	5500
東証1部	3151	バイタルＫＳＫ	810	851	807	846	104500
東証1部	3153	八洲電機	626	627	606	624	41000
JQスタンダード	3154	メディアスＨＤ	2205	2222	2200	2222	2000
東証1部	3156	ＵＫＣＨＤ	2175	2239	2143	2231	110700
JQスタンダード	3157	ジューテック	552	560	550	560	2600
東証1部	3159	丸善ＣＨＩ	358	360	352	355	55900
東証2部	3160	大光	768	794	753	780	11200
東証2部	3161	アゼアス	540	570	540	568	59000
JQスタンダード	3165	フーマイエレ	1322	1453	1322	1440	8800
東証1部	3166	ＯＣＨＩＨＤ	979	979	941	959	22200
東証1部	3167	ＴＯＫＡＩＨＤ	460	480	458	476	386100
東証2部	3168	黒谷	683	694	670	670	127100
東証1部	3169	ミサワ	647	668	633	662	19500
JQスタンダード	3170	アイセイ薬局	3005	3050	2915	2960	16400
JQスタンダード	3171	ＭＶ九州	1750	1799	1731	1762	2400
東証2部	3172	ティーライフ	808	838	805	820	10900
東証2部	3173	大阪工機	1350	1399	1346	1399	11700
JQスタンダード	3174	ハピネス＆Ｄ	918	930	901	930	13900
東証1部	3175	ＡＰカンパニー	1646	1730	1646	1715	62000
東証1部	3176	三洋貿易	1440	1561	1435	1553	51300
JQスタンダード	3177	ありがとうＳ	2675	2828	2516	2820	15600
東証1部	3178	チムニー	2500	2692	2500	2686	43400
東証マザーズ	3179	シュッピン	1450	1500	1400	1475	110400
東証マザーズ	3180	Ｂガレージ	896	896	847	883	70800
JQスタンダード	3181	買取王国	850	892	840	885	8900
東証マザーズ	3182	オイシックス	2149	2251	2063	2250	52200
東証1部	3183	ウインパートナ	1525	1578	1525	1566	19300
東証2部	3184	ＩＣＤＡ	1518	1518	1500	1514	2000
東証マザーズ	3185	夢展望	812	852	791	852	15300
東証1部	3186	ネクステージ	838	879	823	853	103700
東証マザーズ	3187	サンワカンパ	464	464	425	450	85900
JQスタンダード	3189	ＡＮＡＰ	493	514	493	513	2000
JQスタンダード	3190	ホットマン	515	538	515	532	8000
東証1部	3191	ジョイフル本田	2255	2312	2192	2291	82800
JQスタンダード	3192	白鳩	451	473	445	473	8400
東証2部	3193	鳥貴族	2400	2400	2240	2369	58600
東証1部	3194	キリン堂ＨＤ	1280	1373	1265	1360	107700
東証マザーズ	3195	ジェネパ	1901	1998	1770	1930	75900
東証マザーズ	3196	ホットランド	3500	3635	3470	3620	20600
東証1部	3197	すかいらーく	1682	1722	1655	1714	676100
東証2部	3198	ＳＦＰダイニ	1610	1732	1608	1716	89500
東証2部	3199	綿半ＨＤ	873	907	852	898	63300
東証1部	3201	ニッケ	916	932	900	928	368000
東証1部	3202	大東紡	66	68	65	67	329000
東証1部	3204	トーア紡	590	597	578	589	104500
東証1部	3205	ダイドリミ	482	494	479	489	54600
東証2部	3209	カネヨウ	77	80	75	79	268000
JQスタンダード	3221	ヨシックス	5700	5980	5670	5970	16100
東証1部	3222	ＵＳＭＨ	1031	1052	1015	1045	938600
JQスタンダード	3223	エスエルディー	2110	2110	2043	2107	6200
東証マザーズ	3224	ヒューマンＷ	2840	3100	2840	3060	15200
東証1部	3228	三栄建築	1375	1489	1375	1481	51300
JQスタンダード	3230	スターマイカ	1200	1255	1200	1250	21700
東証1部	3231	野村不ＨＤ	2210	2261	2181	2233	1090500
東証1部	3232	三重交ＧＨＤ	421	435	420	431	83700
JQスタンダード	3236	プロパスト	131	143	130	142	362500
東証マザーズ	3237	イントランス	194	210	178	207	2033700
東証2部	3238	セントラル総	172	189	172	189	61400
JQスタンダード	3241	ウィル	215	238	213	233	21900
JQスタンダード	3242	アーバネット	276	300	276	299	335100
JQスタンダード	3244	サムティ	977	989	960	984	176800
東証マザーズ	3245	ＤＥＡＲ・Ｌ	1648	1800	1648	1781	69900
JQスタンダード	3246	コーセーＲＥ	700	719	699	719	4000
東証マザーズ	3248	アールエイジ	616	631	616	631	2300
東証2部	3250	ＡＤワークス	35	38	35	38	3085700
東証マザーズ	3251	ＰＭＯ	201	205	185	200	131300
東証1部	3252	日本商業開発	1851	1905	1821	1898	230500
東証1部	3254	プレサンス	4350	4445	4305	4370	101500
東証1部	3258	ユニゾＨＤ	5160	5270	5000	5230	118900
JQグロース	3260	エスポア	500	500	500	500	200
東証マザーズ	3261	グランディーズ	822	822	822	822	200
JQスタンダード	3264	アスコット	173	182	167	180	562100
JQスタンダード	3266	ファンドクリＧ	146	154	141	152	711100
東証2部	3271	グロバル社	435	443	431	443	38700
JQスタンダード	3275	ハウスコム	1668	1670	1622	1632	5300
東証1部	3276	日本管理	1587	1664	1555	1615	286100
東証1部	3277	サンセイランデ	923	974	908	966	135700
東証1部	3280	エストラスト	540	571	522	549	25200
東証1部	3284	フージャース	431	437	424	432	266100
東証マザーズ	3286	トラストＨＤ	425	435	417	429	12200
東証1部	3288	オープンハウス	2000	2025	1908	1963	750200
東証1部	3289	東急不ＨＤ	796	813	778	803	4499600
東証1部	3291	飯田ＧＨＤ	1912	1982	1889	1968	1101800
JQスタンダード	3293	アズマハウス	1516	1557	1516	1556	4600
JQスタンダード	3294	イーグランド	714	714	701	713	9900
JQスタンダード	3297	東武住販	1303	1389	1303	1375	1900
東証マザーズ	3299	ムゲンエステ	2390	2449	2350	2411	90300
東証マザーズ	3300	アンビション	960	1010	950	1010	15900
東証1部	3302	帝繊維	1383	1408	1350	1393	82600
東証2部	3306	日本麻	58	61	57	59	689000
東証1部	3313	ブックオフ	876	896	876	887	28600
東証1部	3315	日本コークス	102	105	101	103	907400
JQスタンダード	3316	東日システ	1510	1510	1507	1510	1200
JQスタンダード	3317	フライングＧ	965	985	965	970	6500
JQスタンダード	3318	メガネスーパ	47	55	47	53	2557400
東証2部	3319	ＧＤＯ	1095	1130	1017	1095	77300
東証2部	3320	クロスプラス	699	699	661	690	5700
東証1部	3321	ミタチ	670	713	670	711	53100
JQスタンダード	3322	アルファＧ	1240	1240	1192	1192	1300
JQスタンダード	3323	レカム	43	47	42	43	1738300
東証マザーズ	3325	ケンコーコム	756	760	730	746	6200
JQスタンダード	3326	ランシステム	732	732	713	728	6300
東証マザーズ	3328	ＢＥＥＮＯＳ	2290	2298	2085	2159	156100
JQスタンダード	3329	東和フード	3030	3250	2990	3250	8100
JQスタンダード	3331	雑貨ＢＬ	47	50	46	47	119300
東証1部	3333	あさひ	1174	1198	1160	1184	145200
東証1部	3341	日本調	8400	8880	8400	8860	59500
JQスタンダード	3344	ワンダーＣＯ．	1018	1019	995	1008	6400
JQグロース	3346	２１ＬＡＤＹ	88	90	85	90	22500
東証2部	3347	トラスト	250	250	228	242	135600
東証1部	3349	コスモス薬	14230	14670	14190	14620	90300
JQスタンダード	3350	ＲＥＤ	37	41	37	40	3165400
JQスタンダード	3352	バッファロー	840	846	840	845	300
JQスタンダード	3353	メディ一光	4500	4500	4500	4500	100
東証2部	3355	クリヤマＨＤ	1454	1480	1413	1473	59000
JQスタンダード	3356	テリロジー	319	344	314	333	1232000
JQスタンダード	3358	ワイエスフード	293	295	283	291	9300
東証マザーズ	3359	タイセイ	451	464	450	464	13100
東証1部	3360	シップＨＤ	2550	2593	2523	2546	241800
東証1部	3361	トーエル	684	757	684	732	38100
東証1部	3366	一六堂	391	415	391	415	10500
JQスタンダード	3370	フジタコーポ	440	440	440	440	1000
東証1部	3371	ソフトクリＨＤ	860	917	859	917	29000
東証マザーズ	3372	関門海	190	197	182	195	45900
JQスタンダード	3374	内外テック	230	245	230	242	4000
JQスタンダード	3375	ＺＯＡ	663	663	663	663	300
東証2部	3376	オンリー	939	955	929	945	45700
東証2部	3377	バイク王	266	277	265	277	14800
東証1部	3382	７＆Ｉ－ＨＤ	5040	5195	5023	5144	4404900
